IrriCount,SMonth,clast,crop,crop_covered_area,ctransp,irrisource,irritype,season,water_cov,y
6,12,1,2,0.09642182570179844,0,1,0,1,-0.6784982198978794,2
2,10,6,2,-0.2368727148060726,1,1,0,1,-0.051511418678902146,2
6,10,6,2,-0.703485071517092,1,0,0,1,-0.6784982198978794,1
2,12,1,2,-0.8368028877202405,0,0,0,1,-0.2754352762571083,1
3,12,6,2,0.029762917600224235,0,0,0,1,-0.32022004777274954,1
4,10,6,2,-1.036779612024963,2,1,0,1,-0.2754352762571083,2
2,11,6,2,-0.43684943911079527,0,0,2,1,-0.18586573322582584,1
5,02,1,2,0.2963985500065211,1,1,2,1,-0.1410809617101846,1
4,12,1,2,-0.6368261634155179,1,1,2,1,-0.2754352762571083,1
4,12,6,2,-1.1034385201265373,1,1,2,1,-0.2754352762571083,1
3,12,1,2,0.896328722920689,1,0,2,1,-0.4545743623196732,1
2,12,6,2,0.6296930905143922,1,0,2,1,-0.1410809617101846,1
2,10,1,2,0.2963985500065211,2,0,0,1,0.12762766738366277,1
6,10,1,2,-0.37019053100922106,1,0,2,1,-0.4545743623196732,1
4,09,6,2,-1.036779612024963,0,1,2,1,-0.4545743623196732,1
5,12,6,2,0.029762917600224235,1,0,0,1,-0.051511418678902146,1
5,10,1,2,-0.703485071517092,0,1,2,1,-0.006726647163260918,1
3,10,6,2,0.5630341824128179,1,0,0,1,-0.409789590804032,0
2,07,1,2,-0.03689599050134998,0,0,0,1,0.03805812435238031,1
3,06,1,2,0.2963985500065211,0,0,2,1,-0.32022004777274954,1
3,11,6,2,0.8296698148191147,1,1,0,1,-0.36500481928839074,1
3,01,6,2,0.3630574581080953,1,0,2,1,-0.006726647163260918,1
3,01,1,2,-0.2368727148060726,1,0,0,1,-0.5441439053509557,1
4,12,1,2,0.4297163662096695,0,1,0,1,-0.5889286768665969,1
6,11,6,2,-0.703485071517092,1,1,2,1,-0.18586573322582584,1
5,01,1,2,0.2963985500065211,1,1,0,1,0.03805812435238031,1
4,10,1,2,0.49637527431124373,2,1,2,1,-0.32022004777274954,1
3,07,6,2,0.7630109067175406,2,1,0,1,-0.1410809617101846,1
2,03,6,2,-0.9701207039233889,1,1,2,1,-0.1410809617101846,1
4,11,6,2,0.6296930905143922,1,1,2,1,-0.409789590804032,1
6,12,1,2,-0.7701439796186663,2,0,0,1,-0.1410809617101846,3
4,10,6,2,0.16308073380337265,0,0,2,1,-0.409789590804032,0
6,05,6,2,-1.036779612024963,2,1,0,1,-0.36500481928839074,1
3,03,1,2,-0.03689599050134998,1,1,2,1,-0.409789590804032,2
6,10,1,2,-0.37019053100922106,0,1,0,1,-0.1410809617101846,1
3,10,6,2,-0.37019053100922106,2,1,0,1,-0.7680677629291618,1
5,11,6,2,0.6296930905143922,1,1,2,1,0.12762766738366277,1
5,08,6,2,0.6296930905143922,1,1,2,1,0.08284289586802154,2
4,06,1,2,0.8296698148191147,1,0,0,1,-0.006726647163260918,0
2,11,6,2,0.6296930905143922,0,1,0,1,-0.7680677629291618,1
4,10,1,2,-0.03689599050134998,2,0,0,1,0.08284289586802154,1
5,12,1,2,-0.9034617958218147,0,1,0,1,0.12762766738366277,1
6,11,6,2,0.896328722920689,2,0,0,1,-0.006726647163260918,1
5,08,6,2,0.3630574581080953,0,1,0,1,-0.36500481928839074,1
4,02,6,2,-0.5035083472123695,1,1,2,1,-0.36500481928839074,3
3,06,6,2,-0.43684943911079527,2,0,2,1,-0.32022004777274954,2
3,03,1,2,-0.7701439796186663,2,1,0,1,-0.36500481928839074,1
4,12,6,2,-0.7701439796186663,0,0,0,1,-0.006726647163260918,1
4,11,6,2,0.6296930905143922,2,0,0,1,-0.6784982198978794,3
3,02,6,2,-0.5701672553139436,1,1,0,1,-0.7680677629291618,1
3,10,1,2,0.8296698148191147,1,1,0,1,-0.49935913383531444,1
6,11,1,2,-0.1702138067044984,2,1,0,1,0.08284289586802154,1
6,12,6,2,-1.036779612024963,0,0,0,1,-0.23065050474146706,1
6,01,1,2,-0.9034617958218147,1,0,2,1,-0.36500481928839074,2
6,06,1,2,-0.8368028877202405,1,1,2,1,-0.7232829914135206,1
3,10,1,2,-0.6368261634155179,1,0,2,1,-0.36500481928839074,1
2,10,6,2,0.09642182570179844,1,0,0,1,-0.6337134483822381,0
5,10,6,2,-0.9701207039233889,0,0,0,1,0.03805812435238031,1
6,06,1,2,0.029762917600224235,1,1,2,1,0.03805812435238031,1
2,10,6,2,0.22973964190494686,2,0,2,1,-0.18586573322582584,1
4,02,1,2,0.09642182570179844,2,1,0,1,-0.7232829914135206,1
6,10,6,2,0.09642182570179844,1,1,0,1,-0.49935913383531444,0
5,11,1,2,-0.1702138067044984,1,0,2,1,-0.006726647163260918,1
4,11,6,2,-0.7701439796186663,1,1,2,1,0.03805812435238031,0
5,10,1,2,-0.10355489860292419,2,1,0,1,-0.7232829914135206,1
3,11,6,2,-0.6368261634155179,2,1,0,1,-0.5441439053509557,1
4,12,6,2,-0.10355489860292419,1,0,2,1,-0.2754352762571083,1
3,11,6,2,0.029762917600224235,1,0,2,1,-0.6784982198978794,1
3,10,6,2,0.16308073380337265,0,1,2,1,-0.36500481928839074,1
5,10,6,2,-0.10355489860292419,1,0,0,1,-0.409789590804032,1
4,12,6,2,-0.43684943911079527,1,0,0,1,-0.6784982198978794,1
4,12,6,2,-0.703485071517092,0,1,2,1,-0.051511418678902146,1
6,12,1,2,-0.03689599050134998,0,0,0,1,-0.2754352762571083,1
6,03,6,2,-0.37019053100922106,0,1,0,1,0.03805812435238031,0
5,03,6,2,-0.30353162290764685,2,0,0,1,-0.32022004777274954,1
6,10,1,2,-0.5035083472123695,2,1,2,1,0.12762766738366277,1
3,07,1,2,-0.703485071517092,2,0,2,1,-0.23065050474146706,1
4,12,6,2,-0.2368727148060726,2,0,0,1,-0.6337134483822381,1
3,11,6,2,0.3630574581080953,1,1,2,1,-0.32022004777274954,1
5,12,1,2,-1.1034385201265373,1,1,0,1,0.08284289586802154,1
5,10,1,2,-0.03689599050134998,0,0,2,1,0.03805812435238031,1
2,12,6,2,-0.9034617958218147,0,0,0,1,-0.7232829914135206,1
6,12,6,2,0.22973964190494686,2,1,0,1,-0.409789590804032,1
5,11,1,2,-0.8368028877202405,2,1,2,1,-0.36500481928839074,1
3,11,6,2,0.16308073380337265,0,0,2,1,-0.32022004777274954,1
4,11,6,2,0.4297163662096695,2,0,2,1,-0.6337134483822381,3
5,12,6,2,-0.703485071517092,1,1,0,1,-0.7232829914135206,1
5,11,6,2,0.896328722920689,1,1,2,1,-0.49935913383531444,1
4,11,1,2,-0.5035083472123695,2,0,2,1,-0.7680677629291618,3
3,11,6,2,-0.03689599050134998,1,1,2,1,-0.2754352762571083,1
2,11,1,2,0.7630109067175406,1,0,2,1,-0.4545743623196732,1
3,12,6,2,0.8296698148191147,2,1,2,1,-0.7232829914135206,1
2,12,6,2,-0.703485071517092,1,1,0,1,-0.18586573322582584,1
6,03,1,2,-1.1034385201265373,2,0,2,1,-0.051511418678902146,1
2,10,6,2,-0.703485071517092,1,1,0,1,0.03805812435238031,1
3,10,1,2,0.5630341824128179,0,1,0,1,-0.6337134483822381,1
6,10,1,2,0.4297163662096695,1,0,0,1,-0.36500481928839074,1
2,07,6,2,-0.43684943911079527,0,1,0,1,-0.36500481928839074,1
6,01,1,2,-0.5701672553139436,2,0,0,1,-0.23065050474146706,1
2,10,1,2,-0.37019053100922106,1,0,2,1,-0.18586573322582584,1
3,02,6,2,-0.9701207039233889,0,0,2,1,-0.4545743623196732,1
2,11,1,2,0.896328722920689,0,1,0,1,-0.18586573322582584,1
2,11,1,2,-0.9034617958218147,0,0,2,1,-0.2754352762571083,1
3,11,1,2,0.3630574581080953,2,0,0,1,-0.2754352762571083,1
6,10,1,2,0.09642182570179844,0,0,2,1,-0.4545743623196732,1
5,10,1,2,-0.5035083472123695,0,0,0,1,0.12762766738366277,1
2,12,1,2,-0.8368028877202405,0,0,2,1,-0.6784982198978794,1
2,06,1,2,-0.703485071517092,0,1,0,1,-0.36500481928839074,2
3,12,6,2,0.4297163662096695,1,1,0,1,0.03805812435238031,2
2,11,6,2,-0.10355489860292419,0,1,0,1,-0.4545743623196732,1
3,11,1,2,-1.1034385201265373,0,1,0,1,-0.7680677629291618,1
5,10,1,2,-0.37019053100922106,1,1,2,1,0.03805812435238031,1
4,11,6,2,-1.036779612024963,0,1,2,1,-0.4545743623196732,1
2,05,6,2,-0.703485071517092,1,1,2,1,-0.1410809617101846,1
3,11,1,2,-0.43684943911079527,1,0,0,1,-0.7680677629291618,1
4,04,1,2,0.896328722920689,1,0,0,1,-0.6337134483822381,1
5,12,6,2,0.7630109067175406,1,0,2,1,0.12762766738366277,1
4,10,6,2,0.8296698148191147,0,1,0,1,-0.6337134483822381,1
4,11,6,2,-0.30353162290764685,0,0,2,1,-0.6337134483822381,3
6,06,6,2,0.896328722920689,1,1,2,1,0.12762766738366277,1
6,12,6,2,-1.036779612024963,1,0,0,1,-0.7232829914135206,1
4,01,1,2,-0.703485071517092,2,0,0,1,-0.5441439053509557,1
3,12,6,2,-0.1702138067044984,0,1,0,1,-0.006726647163260918,1
4,10,6,2,0.49637527431124373,0,1,2,1,-0.2754352762571083,1
2,10,6,2,-0.43684943911079527,1,0,2,1,-0.2754352762571083,1
2,10,6,2,-1.036779612024963,1,0,2,1,-0.409789590804032,1
6,11,1,2,-0.703485071517092,0,0,2,1,-0.7680677629291618,1
3,07,1,2,-0.9034617958218147,1,1,2,1,-0.36500481928839074,1
4,11,1,2,-0.43684943911079527,0,0,0,1,0.03805812435238031,1
2,11,6,2,0.7630109067175406,1,0,2,1,-0.6784982198978794,1
6,01,1,2,-1.036779612024963,0,0,2,1,-0.18586573322582584,1
5,11,6,2,0.7630109067175406,0,1,0,1,-0.36500481928839074,3
6,11,6,2,-0.10355489860292419,0,1,2,1,-0.18586573322582584,1
2,12,6,2,-0.703485071517092,0,0,0,1,-0.32022004777274954,1
2,10,6,2,-0.30353162290764685,0,0,0,1,-0.409789590804032,1
6,10,6,2,-0.8368028877202405,0,1,2,1,0.12762766738366277,1
6,05,6,2,-0.03689599050134998,2,1,0,1,-0.6784982198978794,1
2,10,1,2,-0.37019053100922106,1,1,2,1,-0.36500481928839074,1
6,12,1,2,0.6963519986159663,0,1,2,1,-0.7232829914135206,1
6,10,6,2,0.09642182570179844,2,0,2,1,-0.6337134483822381,1
3,10,6,2,-0.703485071517092,1,0,2,1,-0.051511418678902146,2
4,10,1,2,-0.7701439796186663,2,0,0,1,-0.23065050474146706,1
5,10,1,2,-0.6368261634155179,0,0,2,1,-0.006726647163260918,1
6,10,1,2,-0.30353162290764685,0,0,0,1,0.08284289586802154,1
5,11,1,2,-0.8368028877202405,2,1,0,1,0.12762766738366277,2
4,11,1,2,-1.036779612024963,2,0,2,1,-0.6337134483822381,1
4,11,6,2,-0.5701672553139436,0,1,0,1,-0.4545743623196732,1
4,12,1,2,0.8296698148191147,1,1,2,1,-0.36500481928839074,1
5,11,1,2,-0.43684943911079527,0,0,2,1,-0.23065050474146706,1
4,11,1,2,0.4297163662096695,1,0,2,1,-0.18586573322582584,1
6,12,6,2,-0.7701439796186663,2,1,2,1,-0.1410809617101846,0
5,11,6,2,0.7630109067175406,2,1,0,1,-0.409789590804032,1
4,12,6,2,0.5630341824128179,1,1,2,1,-0.5889286768665969,1
6,12,6,2,-0.703485071517092,2,0,2,1,-0.09629619019454337,1
3,10,6,2,0.49637527431124373,1,0,2,1,-0.5441439053509557,2
4,06,6,2,-0.703485071517092,1,1,0,1,-0.5889286768665969,2
5,12,1,2,0.09642182570179844,2,0,2,1,-0.5889286768665969,1
2,12,1,2,-0.7701439796186663,0,1,0,1,-0.006726647163260918,1
4,11,1,2,-0.43684943911079527,1,0,2,1,-0.23065050474146706,3
2,10,6,2,0.7630109067175406,2,0,0,1,-0.6337134483822381,1
6,11,1,2,-0.43684943911079527,0,1,0,1,-0.6337134483822381,1
3,11,6,2,-0.703485071517092,2,1,0,1,-0.32022004777274954,1
2,07,1,2,-1.036779612024963,1,0,2,1,-0.18586573322582584,3
3,11,6,2,0.09642182570179844,0,0,2,1,-0.6784982198978794,1
4,12,6,2,-0.9034617958218147,1,1,0,1,-0.006726647163260918,1
2,01,6,2,0.5630341824128179,0,1,0,1,0.03805812435238031,1
2,12,6,2,-0.7701439796186663,1,1,2,1,-0.18586573322582584,1
5,11,1,2,-0.03689599050134998,1,0,2,1,0.12762766738366277,1
2,10,6,2,0.49637527431124373,2,0,2,1,-0.5889286768665969,1
5,06,6,2,-0.8368028877202405,2,0,2,1,-0.36500481928839074,1
5,11,1,2,0.029762917600224235,2,1,2,1,-0.051511418678902146,1
5,10,1,2,-0.5035083472123695,1,1,2,1,-0.09629619019454337,1
5,12,1,2,0.6963519986159663,2,0,0,1,-0.6784982198978794,1
4,11,1,2,-0.43684943911079527,1,0,2,1,-0.409789590804032,1
5,03,1,2,-1.1034385201265373,1,0,2,1,-0.409789590804032,0
5,07,1,2,-1.1034385201265373,2,1,0,1,-0.23065050474146706,1
6,09,6,2,-0.30353162290764685,1,1,0,1,0.03805812435238031,1
5,10,6,2,-0.8368028877202405,1,1,0,1,-0.6337134483822381,2
3,12,1,2,0.16308073380337265,2,1,2,1,-0.32022004777274954,1
4,12,1,2,-1.1034385201265373,0,1,2,1,-0.32022004777274954,1
2,12,6,2,0.16308073380337265,1,0,0,1,-0.2754352762571083,1
3,01,1,2,-0.9701207039233889,1,1,2,1,-0.6784982198978794,1
5,10,1,2,0.029762917600224235,2,0,2,1,-0.1410809617101846,1
6,10,6,2,-0.5701672553139436,2,1,0,1,-0.5889286768665969,1
2,10,1,2,-0.2368727148060726,0,1,0,1,-0.006726647163260918,1
5,04,1,2,0.896328722920689,0,0,0,1,-0.4545743623196732,1
6,04,1,2,0.6296930905143922,1,0,2,1,-0.409789590804032,1
4,12,1,2,-0.03689599050134998,1,1,0,1,-0.49935913383531444,1
5,08,6,2,0.3630574581080953,0,1,0,1,-0.23065050474146706,1
4,10,6,2,-0.2368727148060726,2,1,2,1,-0.7680677629291618,1
6,10,1,2,0.7630109067175406,1,0,2,1,-0.6784982198978794,1
6,10,1,2,-0.9034617958218147,0,1,0,1,-0.18586573322582584,1
6,10,6,2,-0.8368028877202405,1,0,0,1,-0.32022004777274954,1
4,10,6,2,0.5630341824128179,0,1,0,1,-0.5441439053509557,1
5,06,1,2,0.22973964190494686,0,0,0,1,-0.7232829914135206,1
4,11,6,2,-0.03689599050134998,0,1,0,1,-0.7232829914135206,1
4,11,7,4,1.162964355326986,0,0,2,1,-0.2754352762571083,1
2,11,9,4,0.6963519986159663,2,2,2,1,-0.006726647163260918,3
4,10,9,4,0.8296698148191147,0,2,0,1,-0.49935913383531444,1
2,11,7,4,1.162964355326986,1,1,2,1,-0.1410809617101846,3
2,10,9,4,1.4962588958348568,1,0,2,1,0.03805812435238031,1
3,11,7,4,0.6963519986159663,0,1,2,1,-0.6784982198978794,1
2,11,7,4,0.16308073380337265,0,0,2,1,0.08284289586802154,3
2,12,7,4,0.22973964190494686,0,2,0,1,-0.18586573322582584,1
5,09,7,4,1.4295999877332828,2,2,2,1,-0.051511418678902146,2
5,11,9,4,0.6296930905143922,2,0,0,1,-0.6337134483822381,3
4,12,9,4,1.22962326342856,0,0,2,1,-0.7680677629291618,1
2,12,7,4,1.0963054472254117,0,1,2,1,-0.7232829914135206,1
3,12,9,4,1.162964355326986,2,0,2,1,-0.4545743623196732,1
4,05,7,4,1.0296465391238374,1,1,2,1,-0.49935913383531444,0
